ACTS,REG,Scenario,Year,Value
biog,ARG,GDPEndoSSP2_noWaste,2030,0.0199051683196523
biog,RLAM,GDPEndoSSP2_noWaste,2030,0.222188519834922
biog,COL,GDPEndoSSP2_noWaste,2030,0.0285785826540593
biog,CAM,GDPEndoSSP2_noWaste,2030,0.380361460139068
biog,RUS,GDPEndoSSP2_noWaste,2030,0.0251471020282792
biog,AUT,GDPEndoSSP2_noWaste,2030,60.3624676455635
biog,IRL,GDPEndoSSP2_noWaste,2030,1.15187027813987
biog,HUN,GDPEndoSSP2_noWaste,2030,43.7018599533635
biog,DEU,GDPEndoSSP2_noWaste,2030,587.22384163446
biog,FIN,GDPEndoSSP2_noWaste,2030,0.0198965305508743
biog,EST,GDPEndoSSP2_noWaste,2030,0.0240926223310837
biog,DNK,GDPEndoSSP2_noWaste,2030,0.0220694519590006
biog,CZE,GDPEndoSSP2_noWaste,2030,64.3947520292845
biog,RESTEU,GDPEndoSSP2_noWaste,2030,0.0845113474472452
biog,ITA,GDPEndoSSP2_noWaste,2030,112.54625925106
biog,BEL,GDPEndoSSP2_noWaste,2030,31.5276177031515
biog,GRC,GDPEndoSSP2_noWaste,2030,0.0219416937965144
biog,BGR,GDPEndoSSP2_noWaste,2030,0.022157169513778
biog,ROU,GDPEndoSSP2_noWaste,2030,0.0243768162640739
biog,LVA,GDPEndoSSP2_noWaste,2030,0.0209973809499892
biog,ESP,GDPEndoSSP2_noWaste,2030,164.800937997566
biog,FRA,GDPEndoSSP2_noWaste,2030,440.388775763874
biog,SVK,GDPEndoSSP2_noWaste,2030,48.673991667374
biog,SWE,GDPEndoSSP2_noWaste,2030,228.822705122087
biog,PRT,GDPEndoSSP2_noWaste,2030,0.0207638001839678
biog,POL,GDPEndoSSP2_noWaste,2030,70.2149345608597
biog,NLD,GDPEndoSSP2_noWaste,2030,0.0200427790148255
biog,LTU,GDPEndoSSP2_noWaste,2030,0.0199210085117309
biog,SVN,GDPEndoSSP2_noWaste,2030,0.0206497360473584
biog,AFR,GDPEndoSSP2_noWaste,2030,1.2190465772081
biog,TUR,GDPEndoSSP2_noWaste,2030,8.25338642329178
biog,ZAF,GDPEndoSSP2_noWaste,2030,0.0490524999741935
biog,COCOA,GDPEndoSSP2_noWaste,2030,0.226896027497258
biog,EAS,GDPEndoSSP2_noWaste,2030,0.477870648518974
biog,ME,GDPEndoSSP2_noWaste,2030,0.531079520367311
biog,STAN,GDPEndoSSP2_noWaste,2030,0.143161654827397
biog,CHN,GDPEndoSSP2_noWaste,2030,0.069322189736161
biog,IND,GDPEndoSSP2_noWaste,2030,0.0319759930416989
biog,JPN,GDPEndoSSP2_noWaste,2030,0.0237899616742468
biog,IDN,GDPEndoSSP2_noWaste,2030,0.0292754899315282
biog,MYS,GDPEndoSSP2_noWaste,2030,0.0269388385378157
biog,OCE,GDPEndoSSP2_noWaste,2030,171.803055213969
biog,GBR,GDPEndoSSP2_noWaste,2030,98.4695688264976
biog,CHE,GDPEndoSSP2_noWaste,2030,1.64008718095845
biog,REUR,GDPEndoSSP2_noWaste,2030,0.158542626532
biog,NOR,GDPEndoSSP2_noWaste,2030,0.0196470205002906
biog,NAF,GDPEndoSSP2_noWaste,2030,0.150900443449343
biog,KOR,GDPEndoSSP2_noWaste,2030,0.0199300663978538
biod,CAN,GDPEndoSSP2_noWaste,2030,0.026107119762802
biod,USA,GDPEndoSSP2_noWaste,2030,1927.03369175472
biod,BRA,GDPEndoSSP2_noWaste,2030,0.0145306707435952
biod,MEX,GDPEndoSSP2_noWaste,2030,0.018234946763236
biod,ARG,GDPEndoSSP2_noWaste,2030,0.0125503031531288
biod,RLAM,GDPEndoSSP2_noWaste,2030,0.136529250169745
biod,COL,GDPEndoSSP2_noWaste,2030,0.0194817492446396
biod,CAM,GDPEndoSSP2_noWaste,2030,0.241417232355698
biod,RUS,GDPEndoSSP2_noWaste,2030,0.0162349852566911
biod,AUT,GDPEndoSSP2_noWaste,2030,204.462123495811
biod,IRL,GDPEndoSSP2_noWaste,2030,26.5741231156572
biod,HUN,GDPEndoSSP2_noWaste,2030,115.066797841213
biod,DEU,GDPEndoSSP2_noWaste,2030,2519.6905964973
biod,FIN,GDPEndoSSP2_noWaste,2030,68.7618862761168
biod,EST,GDPEndoSSP2_noWaste,2030,0.0172530246701562
biod,DNK,GDPEndoSSP2_noWaste,2030,89.7795644233076
biod,CZE,GDPEndoSSP2_noWaste,2030,157.922910323972
biod,RESTEU,GDPEndoSSP2_noWaste,2030,0.0544312152429484
biod,ITA,GDPEndoSSP2_noWaste,2030,790.526102801767
biod,BEL,GDPEndoSSP2_noWaste,2030,722.000648949525
biod,GRC,GDPEndoSSP2_noWaste,2030,68.8018710751125
biod,BGR,GDPEndoSSP2_noWaste,2030,0.0146346141511372
biod,ROU,GDPEndoSSP2_noWaste,2030,0.0145432646089247
biod,LVA,GDPEndoSSP2_noWaste,2030,0.0140902800734774
biod,ESP,GDPEndoSSP2_noWaste,2030,1051.14106972647
biod,FRA,GDPEndoSSP2_noWaste,2030,1861.98091874427
biod,SVK,GDPEndoSSP2_noWaste,2030,85.5703570162269
biod,SWE,GDPEndoSSP2_noWaste,2030,189.424044319576
biod,PRT,GDPEndoSSP2_noWaste,2030,257.108344670645
biod,POL,GDPEndoSSP2_noWaste,2030,364.573784776114
biod,NLD,GDPEndoSSP2_noWaste,2030,237.615403227885
biod,LTU,GDPEndoSSP2_noWaste,2030,0.0132212377039062
biod,SVN,GDPEndoSSP2_noWaste,2030,0.0137731975131279
biod,AFR,GDPEndoSSP2_noWaste,2030,0.820596969883358
biod,TUR,GDPEndoSSP2_noWaste,2030,1.52884633300337
biod,ZAF,GDPEndoSSP2_noWaste,2030,0.0351948827192757
biod,COCOA,GDPEndoSSP2_noWaste,2030,0.15295930586833
biod,EAS,GDPEndoSSP2_noWaste,2030,0.318529475593056
biod,ME,GDPEndoSSP2_noWaste,2030,0.345734753525036
biod,STAN,GDPEndoSSP2_noWaste,2030,0.0939433286525729
biod,CHN,GDPEndoSSP2_noWaste,2030,0.0492020697861302
biod,IND,GDPEndoSSP2_noWaste,2030,0.0217705303811283
biod,JPN,GDPEndoSSP2_noWaste,2030,0.0161184595010147
biod,IDN,GDPEndoSSP2_noWaste,2030,0.0194449572945081
biod,MYS,GDPEndoSSP2_noWaste,2030,0.0163448473012371
biod,OCE,GDPEndoSSP2_noWaste,2030,112.641008367352
biod,GBR,GDPEndoSSP2_noWaste,2030,398.520241289336
biod,CHE,GDPEndoSSP2_noWaste,2030,10.0592004866704
biod,REUR,GDPEndoSSP2_noWaste,2030,0.108121631636848
biod,NOR,GDPEndoSSP2_noWaste,2030,0.0116192156044406
biod,NAF,GDPEndoSSP2_noWaste,2030,0.106338753861703
biod,KOR,GDPEndoSSP2_noWaste,2030,247.908328027675
bf2nd,CAN,GDPEndoSSP2_noWaste,2030,18.0930654579818
bf2nd,USA,GDPEndoSSP2_noWaste,2030,247.352799071325
bf2nd,BRA,GDPEndoSSP2_noWaste,2030,59.8990621591086
bf2nd,MEX,GDPEndoSSP2_noWaste,2030,40.7535176088763
bf2nd,ARG,GDPEndoSSP2_noWaste,2030,32.8608255677048
bf2nd,RLAM,GDPEndoSSP2_noWaste,2030,44.4137499193757
bf2nd,COL,GDPEndoSSP2_noWaste,2030,0.371293694724397
bf2nd,CAM,GDPEndoSSP2_noWaste,2030,0.383521837872312
bf2nd,RUS,GDPEndoSSP2_noWaste,2030,16.2880460558727
bf2nd,AUT,GDPEndoSSP2_noWaste,2030,2.40277231240839
bf2nd,IRL,GDPEndoSSP2_noWaste,2030,1.2071465159609
bf2nd,HUN,GDPEndoSSP2_noWaste,2030,2.40888456626863
bf2nd,DEU,GDPEndoSSP2_noWaste,2030,32.9239889660877
bf2nd,FIN,GDPEndoSSP2_noWaste,2030,3.46684075333636
bf2nd,EST,GDPEndoSSP2_noWaste,2030,0.0277414219881652
bf2nd,DNK,GDPEndoSSP2_noWaste,2030,1.80601815891945
bf2nd,CZE,GDPEndoSSP2_noWaste,2030,1.25721025379929
bf2nd,RESTEU,GDPEndoSSP2_noWaste,2030,1.79558018011635
bf2nd,ITA,GDPEndoSSP2_noWaste,2030,24.3564799379381
bf2nd,BEL,GDPEndoSSP2_noWaste,2030,9.98713168212754
bf2nd,GRC,GDPEndoSSP2_noWaste,2030,5.80007922876765
bf2nd,BGR,GDPEndoSSP2_noWaste,2030,2.82109043537863
bf2nd,ROU,GDPEndoSSP2_noWaste,2030,5.81342358564449
bf2nd,LVA,GDPEndoSSP2_noWaste,2030,0.0253098302928673
bf2nd,ESP,GDPEndoSSP2_noWaste,2030,15.5844150150933
bf2nd,FRA,GDPEndoSSP2_noWaste,2030,19.1526916388521
bf2nd,SVK,GDPEndoSSP2_noWaste,2030,3.07746559748673
bf2nd,SWE,GDPEndoSSP2_noWaste,2030,3.82864839990913
bf2nd,PRT,GDPEndoSSP2_noWaste,2030,2.58364734693497
bf2nd,POL,GDPEndoSSP2_noWaste,2030,8.07195636941414
bf2nd,NLD,GDPEndoSSP2_noWaste,2030,14.5539738741968
bf2nd,LTU,GDPEndoSSP2_noWaste,2030,1.58718618935477
bf2nd,SVN,GDPEndoSSP2_noWaste,2030,0.00247431812341842
bf2nd,AFR,GDPEndoSSP2_noWaste,2030,61.587942103764
bf2nd,TUR,GDPEndoSSP2_noWaste,2030,57.4524441854799
bf2nd,ZAF,GDPEndoSSP2_noWaste,2030,0.675234738297746
bf2nd,COCOA,GDPEndoSSP2_noWaste,2030,36.5528298088851
bf2nd,EAS,GDPEndoSSP2_noWaste,2030,125.948403043372
bf2nd,ME,GDPEndoSSP2_noWaste,2030,1.14474929780647
bf2nd,STAN,GDPEndoSSP2_noWaste,2030,5.11044050731634
bf2nd,CHN,GDPEndoSSP2_noWaste,2030,839.982792112037
bf2nd,IND,GDPEndoSSP2_noWaste,2030,164.713863575705
bf2nd,JPN,GDPEndoSSP2_noWaste,2030,103.1287238305
bf2nd,IDN,GDPEndoSSP2_noWaste,2030,130.395666039097
bf2nd,MYS,GDPEndoSSP2_noWaste,2030,32.4733452864567
bf2nd,OCE,GDPEndoSSP2_noWaste,2030,23.6046505504786
bf2nd,GBR,GDPEndoSSP2_noWaste,2030,16.3753274793023
bf2nd,CHE,GDPEndoSSP2_noWaste,2030,0.901793792380288
bf2nd,REUR,GDPEndoSSP2_noWaste,2030,4.64743254405556
bf2nd,NOR,GDPEndoSSP2_noWaste,2030,5.95161017600534
bf2nd,NAF,GDPEndoSSP2_noWaste,2030,1.2540002517085
bf2nd,KOR,GDPEndoSSP2_noWaste,2030,47.954376894663
respel,CAN,GDPEndoSSP2_noWaste,2030,985.582167266205
respel,USA,GDPEndoSSP2_noWaste,2030,7043.41691724529
respel,BRA,GDPEndoSSP2_noWaste,2030,2450.3112797464
respel,MEX,GDPEndoSSP2_noWaste,2030,407.554907043559
respel,ARG,GDPEndoSSP2_noWaste,2030,177.064213776615
respel,RLAM,GDPEndoSSP2_noWaste,2030,985.959504325383
respel,COL,GDPEndoSSP2_noWaste,2030,178.575917758397
respel,CAM,GDPEndoSSP2_noWaste,2030,169.062427259869
respel,RUS,GDPEndoSSP2_noWaste,2030,401.026115451676
respel,AUT,GDPEndoSSP2_noWaste,2030,500.318082351489
respel,IRL,GDPEndoSSP2_noWaste,2030,91.6175492368842
respel,HUN,GDPEndoSSP2_noWaste,2030,156.891590098933
respel,DEU,GDPEndoSSP2_noWaste,2030,2721.14979391679
respel,FIN,GDPEndoSSP2_noWaste,2030,638.326644422158
respel,EST,GDPEndoSSP2_noWaste,2030,49.3182384866505
respel,DNK,GDPEndoSSP2_noWaste,2030,227.15690787488
respel,CZE,GDPEndoSSP2_noWaste,2030,403.905717795982
respel,RESTEU,GDPEndoSSP2_noWaste,2030,56.8084812541191
respel,ITA,GDPEndoSSP2_noWaste,2030,1043.79693779822
respel,BEL,GDPEndoSSP2_noWaste,2030,281.716528752045
respel,GRC,GDPEndoSSP2_noWaste,2030,37.1376483658266
respel,BGR,GDPEndoSSP2_noWaste,2030,91.7462817724425
respel,ROU,GDPEndoSSP2_noWaste,2030,318.141399742493
respel,LVA,GDPEndoSSP2_noWaste,2030,135.291835927242
respel,ESP,GDPEndoSSP2_noWaste,2030,577.366421532723
respel,FRA,GDPEndoSSP2_noWaste,2030,732.081225793699
respel,SVK,GDPEndoSSP2_noWaste,2030,196.249918801774
respel,SWE,GDPEndoSSP2_noWaste,2030,830.820204238363
respel,PRT,GDPEndoSSP2_noWaste,2030,250.034607684519
respel,POL,GDPEndoSSP2_noWaste,2030,916.410387212113
respel,NLD,GDPEndoSSP2_noWaste,2030,487.093130945576
respel,LTU,GDPEndoSSP2_noWaste,2030,80.9517196643301
respel,SVN,GDPEndoSSP2_noWaste,2030,18.520477120864
respel,AFR,GDPEndoSSP2_noWaste,2030,342.008087265004
respel,TUR,GDPEndoSSP2_noWaste,2030,195.908889217425
respel,ZAF,GDPEndoSSP2_noWaste,2030,117.107589496368
respel,COCOA,GDPEndoSSP2_noWaste,2030,115.188623882524
respel,EAS,GDPEndoSSP2_noWaste,2030,1859.37589828321
respel,ME,GDPEndoSSP2_noWaste,2030,450.93211872314
respel,STAN,GDPEndoSSP2_noWaste,2030,114.842949863397
respel,CHN,GDPEndoSSP2_noWaste,2030,5032.70140465994
respel,IND,GDPEndoSSP2_noWaste,2030,2766.72047320629
respel,JPN,GDPEndoSSP2_noWaste,2030,1990.53657540446
respel,IDN,GDPEndoSSP2_noWaste,2030,437.219560020775
respel,MYS,GDPEndoSSP2_noWaste,2030,256.503471334893
respel,OCE,GDPEndoSSP2_noWaste,2030,479.683030300364
respel,GBR,GDPEndoSSP2_noWaste,2030,726.36778564612
respel,CHE,GDPEndoSSP2_noWaste,2030,138.972904256456
respel,REUR,GDPEndoSSP2_noWaste,2030,224.439385794999
respel,NOR,GDPEndoSSP2_noWaste,2030,138.751036826143
respel,NAF,GDPEndoSSP2_noWaste,2030,228.461273170869
respel,KOR,GDPEndoSSP2_noWaste,2030,301.417868726806
chm,CAN,GDPEndoSSP2_noWaste,2030,41973.3392341225
chm,USA,GDPEndoSSP2_noWaste,2030,619962.611647532
chm,BRA,GDPEndoSSP2_noWaste,2030,98949.4243306532
chm,MEX,GDPEndoSSP2_noWaste,2030,69526.6512268699
chm,ARG,GDPEndoSSP2_noWaste,2030,21855.8984591258
chm,RLAM,GDPEndoSSP2_noWaste,2030,73991.0212477675
chm,COL,GDPEndoSSP2_noWaste,2030,6050.19593167125
chm,CAM,GDPEndoSSP2_noWaste,2030,24090.7182353491
chm,RUS,GDPEndoSSP2_noWaste,2030,58570.5444033443
chm,AUT,GDPEndoSSP2_noWaste,2030,13494.3705562792
chm,IRL,GDPEndoSSP2_noWaste,2030,41126.3778349725
chm,HUN,GDPEndoSSP2_noWaste,2030,8574.76124005269
chm,DEU,GDPEndoSSP2_noWaste,2030,210759.546612289
chm,FIN,GDPEndoSSP2_noWaste,2030,7906.35547569722
chm,EST,GDPEndoSSP2_noWaste,2030,847.029798470215
chm,DNK,GDPEndoSSP2_noWaste,2030,6762.13294395441
chm,CZE,GDPEndoSSP2_noWaste,2030,12432.0803167582
chm,RESTEU,GDPEndoSSP2_noWaste,2030,4624.04088819578
chm,ITA,GDPEndoSSP2_noWaste,2030,73113.5087432562
chm,BEL,GDPEndoSSP2_noWaste,2030,74942.9730841704
chm,GRC,GDPEndoSSP2_noWaste,2030,3259.54230803278
chm,BGR,GDPEndoSSP2_noWaste,2030,3890.98241370835
chm,ROU,GDPEndoSSP2_noWaste,2030,6075.9684758837
chm,LVA,GDPEndoSSP2_noWaste,2030,731.831409009451
chm,ESP,GDPEndoSSP2_noWaste,2030,59419.7514623267
chm,FRA,GDPEndoSSP2_noWaste,2030,105978.914579091
chm,SVK,GDPEndoSSP2_noWaste,2030,4096.06183689571
chm,SWE,GDPEndoSSP2_noWaste,2030,14446.4243760619
chm,PRT,GDPEndoSSP2_noWaste,2030,7713.54387625006
chm,POL,GDPEndoSSP2_noWaste,2030,28923.6394422459
chm,NLD,GDPEndoSSP2_noWaste,2030,73579.8880273876
chm,LTU,GDPEndoSSP2_noWaste,2030,3674.93488144561
chm,SVN,GDPEndoSSP2_noWaste,2030,2509.79505991586
chm,AFR,GDPEndoSSP2_noWaste,2030,20357.7075320417
chm,TUR,GDPEndoSSP2_noWaste,2030,35427.682127307
chm,ZAF,GDPEndoSSP2_noWaste,2030,20653.7036946411
chm,COCOA,GDPEndoSSP2_noWaste,2030,10055.3394058983
chm,EAS,GDPEndoSSP2_noWaste,2030,189464.398977725
chm,ME,GDPEndoSSP2_noWaste,2030,185979.953515256
chm,STAN,GDPEndoSSP2_noWaste,2030,8868.03484741009
chm,CHN,GDPEndoSSP2_noWaste,2030,851447.821623048
chm,IND,GDPEndoSSP2_noWaste,2030,226299.408970918
chm,JPN,GDPEndoSSP2_noWaste,2030,251981.525508188
chm,IDN,GDPEndoSSP2_noWaste,2030,29165.6460541515
chm,MYS,GDPEndoSSP2_noWaste,2030,54394.4628069567
chm,OCE,GDPEndoSSP2_noWaste,2030,20535.7293500899
chm,GBR,GDPEndoSSP2_noWaste,2030,55646.9587616979
chm,CHE,GDPEndoSSP2_noWaste,2030,22019.3599583526
chm,REUR,GDPEndoSSP2_noWaste,2030,9961.05669522733
chm,NOR,GDPEndoSSP2_noWaste,2030,7679.34841946013
chm,NAF,GDPEndoSSP2_noWaste,2030,32522.1458818318
chm,KOR,GDPEndoSSP2_noWaste,2030,152949.601812118
bph,CAN,GDPEndoSSP2_noWaste,2030,10066.8599303803
bph,USA,GDPEndoSSP2_noWaste,2030,189200.470089705
bph,BRA,GDPEndoSSP2_noWaste,2030,23859.1344393869
bph,MEX,GDPEndoSSP2_noWaste,2030,6299.81647061493
bph,ARG,GDPEndoSSP2_noWaste,2030,4893.01539985407
bph,RLAM,GDPEndoSSP2_noWaste,2030,9722.98721157038
bph,COL,GDPEndoSSP2_noWaste,2030,6534.77568207118
bph,CAM,GDPEndoSSP2_noWaste,2030,8833.75909501299
bph,RUS,GDPEndoSSP2_noWaste,2030,8851.40260778214
bph,AUT,GDPEndoSSP2_noWaste,2030,13715.1839999683
bph,IRL,GDPEndoSSP2_noWaste,2030,83428.5821254285
bph,HUN,GDPEndoSSP2_noWaste,2030,4694.38398090672
bph,DEU,GDPEndoSSP2_noWaste,2030,103231.390668002
bph,FIN,GDPEndoSSP2_noWaste,2030,2488.23315206135
bph,EST,GDPEndoSSP2_noWaste,2030,103.573918621035
bph,DNK,GDPEndoSSP2_noWaste,2030,12426.3442032756
bph,CZE,GDPEndoSSP2_noWaste,2030,3552.26367717213
bph,RESTEU,GDPEndoSSP2_noWaste,2030,3063.81347310524
bph,ITA,GDPEndoSSP2_noWaste,2030,37134.0109150172
bph,BEL,GDPEndoSSP2_noWaste,2030,35620.5451116734
bph,GRC,GDPEndoSSP2_noWaste,2030,1435.4124715914
bph,BGR,GDPEndoSSP2_noWaste,2030,1307.24867833521
bph,ROU,GDPEndoSSP2_noWaste,2030,1298.29199396003
bph,LVA,GDPEndoSSP2_noWaste,2030,559.447878733293
bph,ESP,GDPEndoSSP2_noWaste,2030,15615.253153312
bph,FRA,GDPEndoSSP2_noWaste,2030,36267.6053584208
bph,SVK,GDPEndoSSP2_noWaste,2030,564.326550745225
bph,SWE,GDPEndoSSP2_noWaste,2030,10940.3402944809
bph,PRT,GDPEndoSSP2_noWaste,2030,1927.02637336277
bph,POL,GDPEndoSSP2_noWaste,2030,5348.87285617641
bph,NLD,GDPEndoSSP2_noWaste,2030,17960.3119227846
bph,LTU,GDPEndoSSP2_noWaste,2030,964.726597872808
bph,SVN,GDPEndoSSP2_noWaste,2030,2788.57659742973
bph,AFR,GDPEndoSSP2_noWaste,2030,4309.27850658822
bph,TUR,GDPEndoSSP2_noWaste,2030,5185.05542089358
bph,ZAF,GDPEndoSSP2_noWaste,2030,2981.09124022683
bph,COCOA,GDPEndoSSP2_noWaste,2030,2585.49674342411
bph,EAS,GDPEndoSSP2_noWaste,2030,41577.8810287402
bph,ME,GDPEndoSSP2_noWaste,2030,30678.0576185877
bph,STAN,GDPEndoSSP2_noWaste,2030,1556.26280289574
bph,CHN,GDPEndoSSP2_noWaste,2030,662951.588185449
bph,IND,GDPEndoSSP2_noWaste,2030,63841.5829919452
bph,JPN,GDPEndoSSP2_noWaste,2030,69638.944761695
bph,IDN,GDPEndoSSP2_noWaste,2030,10358.2295918865
bph,MYS,GDPEndoSSP2_noWaste,2030,2395.16506842561
bph,OCE,GDPEndoSSP2_noWaste,2030,12192.8679273059
bph,GBR,GDPEndoSSP2_noWaste,2030,44340.4960825479
bph,CHE,GDPEndoSSP2_noWaste,2030,97382.5456006041
bph,REUR,GDPEndoSSP2_noWaste,2030,2547.914207267
bph,NOR,GDPEndoSSP2_noWaste,2030,2810.60520611807
bph,NAF,GDPEndoSSP2_noWaste,2030,7514.16948272694
bph,KOR,GDPEndoSSP2_noWaste,2030,16848.1312328716
rpp,CAN,GDPEndoSSP2_noWaste,2030,25441.6767361041
rpp,USA,GDPEndoSSP2_noWaste,2030,298638.804616039
rpp,BRA,GDPEndoSSP2_noWaste,2030,34130.2405558078
rpp,MEX,GDPEndoSSP2_noWaste,2030,32340.8874258261
rpp,ARG,GDPEndoSSP2_noWaste,2030,12353.0865294716
rpp,RLAM,GDPEndoSSP2_noWaste,2030,27699.2888959307
rpp,COL,GDPEndoSSP2_noWaste,2030,5351.65430977452
rpp,CAM,GDPEndoSSP2_noWaste,2030,13393.1776710051
rpp,RUS,GDPEndoSSP2_noWaste,2030,6107.43273796551
rpp,AUT,GDPEndoSSP2_noWaste,2030,9858.44128172477
rpp,IRL,GDPEndoSSP2_noWaste,2030,3605.42854788748
rpp,HUN,GDPEndoSSP2_noWaste,2030,6244.12825127672
rpp,DEU,GDPEndoSSP2_noWaste,2030,118418.995703202
rpp,FIN,GDPEndoSSP2_noWaste,2030,3844.82792389618
rpp,EST,GDPEndoSSP2_noWaste,2030,494.202811003681
rpp,DNK,GDPEndoSSP2_noWaste,2030,4657.31642215659
rpp,CZE,GDPEndoSSP2_noWaste,2030,15865.4711719846
rpp,RESTEU,GDPEndoSSP2_noWaste,2030,4014.86029997586
rpp,ITA,GDPEndoSSP2_noWaste,2030,52931.1429066823
rpp,BEL,GDPEndoSSP2_noWaste,2030,17196.8397759167
rpp,GRC,GDPEndoSSP2_noWaste,2030,2778.01422947944
rpp,BGR,GDPEndoSSP2_noWaste,2030,2735.60996672141
rpp,ROU,GDPEndoSSP2_noWaste,2030,8463.51960241457
rpp,LVA,GDPEndoSSP2_noWaste,2030,489.597947013646
rpp,ESP,GDPEndoSSP2_noWaste,2030,30554.3413033027
rpp,FRA,GDPEndoSSP2_noWaste,2030,47170.0077647025
rpp,SVK,GDPEndoSSP2_noWaste,2030,5976.06704775428
rpp,SWE,GDPEndoSSP2_noWaste,2030,7074.53964913658
rpp,PRT,GDPEndoSSP2_noWaste,2030,6647.33464543287
rpp,POL,GDPEndoSSP2_noWaste,2030,24360.1984409392
rpp,NLD,GDPEndoSSP2_noWaste,2030,20280.7378465852
rpp,LTU,GDPEndoSSP2_noWaste,2030,1675.86636861023
rpp,SVN,GDPEndoSSP2_noWaste,2030,2081.93831024932
rpp,AFR,GDPEndoSSP2_noWaste,2030,8869.71659925538
rpp,TUR,GDPEndoSSP2_noWaste,2030,32112.9778126744
rpp,ZAF,GDPEndoSSP2_noWaste,2030,8121.4944576654
rpp,COCOA,GDPEndoSSP2_noWaste,2030,9800.08698809377
rpp,EAS,GDPEndoSSP2_noWaste,2030,88554.6143766076
rpp,ME,GDPEndoSSP2_noWaste,2030,51064.2285382194
rpp,STAN,GDPEndoSSP2_noWaste,2030,2664.89249705443
rpp,CHN,GDPEndoSSP2_noWaste,2030,531717.078391834
rpp,IND,GDPEndoSSP2_noWaste,2030,91859.6418804777
rpp,JPN,GDPEndoSSP2_noWaste,2030,149968.611191418
rpp,IDN,GDPEndoSSP2_noWaste,2030,29720.1944886784
rpp,MYS,GDPEndoSSP2_noWaste,2030,31808.5477686061
rpp,OCE,GDPEndoSSP2_noWaste,2030,15206.1890181497
rpp,GBR,GDPEndoSSP2_noWaste,2030,36374.0434922713
rpp,CHE,GDPEndoSSP2_noWaste,2030,7141.27536911435
rpp,REUR,GDPEndoSSP2_noWaste,2030,5998.46816531279
rpp,NOR,GDPEndoSSP2_noWaste,2030,1968.09155188521
rpp,NAF,GDPEndoSSP2_noWaste,2030,13372.7461743885
rpp,KOR,GDPEndoSSP2_noWaste,2030,75449.7516840484
bioch,CAN,GDPEndoSSP2_noWaste,2030,1402.63313935345
bioch,USA,GDPEndoSSP2_noWaste,2030,34109.2452397969
bioch,BRA,GDPEndoSSP2_noWaste,2030,8764.45282598483
bioch,MEX,GDPEndoSSP2_noWaste,2030,1890.4089910635
bioch,ARG,GDPEndoSSP2_noWaste,2030,232.472588281696
bioch,RLAM,GDPEndoSSP2_noWaste,2030,1584.06972060325
bioch,COL,GDPEndoSSP2_noWaste,2030,439.119764721871
bioch,CAM,GDPEndoSSP2_noWaste,2030,594.279261255847
bioch,RUS,GDPEndoSSP2_noWaste,2030,479.137970601526
bioch,AUT,GDPEndoSSP2_noWaste,2030,1177.01167889869
bioch,IRL,GDPEndoSSP2_noWaste,2030,135.150777051105
bioch,HUN,GDPEndoSSP2_noWaste,2030,228.003424548581
bioch,DEU,GDPEndoSSP2_noWaste,2030,8529.23480118097
bioch,FIN,GDPEndoSSP2_noWaste,2030,315.824601729103
bioch,EST,GDPEndoSSP2_noWaste,2030,11.7468598821593
bioch,DNK,GDPEndoSSP2_noWaste,2030,1394.80414493482
bioch,CZE,GDPEndoSSP2_noWaste,2030,556.42568675865
bioch,RESTEU,GDPEndoSSP2_noWaste,2030,106.909152288768
bioch,ITA,GDPEndoSSP2_noWaste,2030,3389.49910040117
bioch,BEL,GDPEndoSSP2_noWaste,2030,920.793937746305
bioch,GRC,GDPEndoSSP2_noWaste,2030,50.0752528841445
bioch,BGR,GDPEndoSSP2_noWaste,2030,329.406953895671
bioch,ROU,GDPEndoSSP2_noWaste,2030,142.681859382458
bioch,LVA,GDPEndoSSP2_noWaste,2030,38.7328323750707
bioch,ESP,GDPEndoSSP2_noWaste,2030,1940.84549400052
bioch,FRA,GDPEndoSSP2_noWaste,2030,3359.34992290535
bioch,SVK,GDPEndoSSP2_noWaste,2030,32.5258729976865
bioch,SWE,GDPEndoSSP2_noWaste,2030,1031.8102978727
bioch,PRT,GDPEndoSSP2_noWaste,2030,219.948681630113
bioch,POL,GDPEndoSSP2_noWaste,2030,766.913329814109
bioch,NLD,GDPEndoSSP2_noWaste,2030,1515.21498808239
bioch,LTU,GDPEndoSSP2_noWaste,2030,94.1123372808106
bioch,SVN,GDPEndoSSP2_noWaste,2030,30.5975281423446
bioch,AFR,GDPEndoSSP2_noWaste,2030,697.576540664984
bioch,TUR,GDPEndoSSP2_noWaste,2030,628.057813469059
bioch,ZAF,GDPEndoSSP2_noWaste,2030,633.414907366391
bioch,COCOA,GDPEndoSSP2_noWaste,2030,205.572072126341
bioch,EAS,GDPEndoSSP2_noWaste,2030,3909.56419137325
bioch,ME,GDPEndoSSP2_noWaste,2030,1899.70078663796
bioch,STAN,GDPEndoSSP2_noWaste,2030,101.519463350925
bioch,CHN,GDPEndoSSP2_noWaste,2030,37593.5859556542
bioch,IND,GDPEndoSSP2_noWaste,2030,10345.118680093
bioch,JPN,GDPEndoSSP2_noWaste,2030,1608.85056835076
bioch,IDN,GDPEndoSSP2_noWaste,2030,895.961804457548
bioch,MYS,GDPEndoSSP2_noWaste,2030,3040.32177345761
bioch,OCE,GDPEndoSSP2_noWaste,2030,836.413640573284
