Region,Scenario,Sector,outcome,value,adm0_iso
Spain,Pollination_100pc,Industrials/Transport,abs_change,157.288677206815,ESP
Spain,Pollination_100pc,Industrials/Transport,pct_change,9e-4,ESP
Spain,Pollination_20perc,Industrials/Transport,abs_change,21.6179637381574,ESP
Spain,Pollination_20perc,Industrials/Transport,pct_change,1e-4,ESP
Spain,Pollination_100pc,Oil & Gas,abs_change,19.0669957736445,ESP
Spain,Pollination_100pc,Oil & Gas,pct_change,0.0019,ESP
Spain,Pollination_20perc,Oil & Gas,abs_change,3.31408335449305,ESP
Spain,Pollination_20perc,Oil & Gas,pct_change,3e-4,ESP
Spain,Pollination_100pc,Processed/packaged food and meats,abs_change,-3080.82968158027,ESP
Spain,Pollination_100pc,Processed/packaged food and meats,pct_change,-0.0243,ESP
Spain,Pollination_20perc,Processed/packaged food and meats,abs_change,-609.512418382859,ESP
Spain,Pollination_20perc,Processed/packaged food and meats,pct_change,-0.0048,ESP
Spain,Pollination_100pc,Services,abs_change,-1118.25766650633,ESP
Spain,Pollination_100pc,Services,pct_change,-0.0011,ESP
Spain,Pollination_20perc,Services,abs_change,-197.932765175588,ESP
Spain,Pollination_20perc,Services,pct_change,-2e-4,ESP
The Netherlands,Pollination_100pc,Agricultural products,abs_change,-1636.33335788913,NLD
The Netherlands,Pollination_100pc,Agricultural products,pct_change,-0.0403,NLD
The Netherlands,Pollination_20perc,Agricultural products,abs_change,-376.907108581232,NLD
The Netherlands,Pollination_20perc,Agricultural products,pct_change,-0.0093,NLD
The Netherlands,Pollination_100pc,"Apparel, accessories & luxury goods",abs_change,211.846844496602,NLD
The Netherlands,Pollination_100pc,"Apparel, accessories & luxury goods",pct_change,0.0088,NLD
The Netherlands,Pollination_20perc,"Apparel, accessories & luxury goods",abs_change,39.9441981237141,NLD
The Netherlands,Pollination_20perc,"Apparel, accessories & luxury goods",pct_change,0.0017,NLD
The Netherlands,Pollination_100pc,Beverages and tobacco products,abs_change,-66.6892598515369,NLD
The Netherlands,Pollination_100pc,Beverages and tobacco products,pct_change,-0.0041,NLD
The Netherlands,Pollination_20perc,Beverages and tobacco products,abs_change,-14.8101121642903,NLD
The Netherlands,Pollination_20perc,Beverages and tobacco products,pct_change,-9e-4,NLD
The Netherlands,Pollination_100pc,Coal & consumable fuels,abs_change,-213.178102321806,NLD
The Netherlands,Pollination_100pc,Coal & consumable fuels,pct_change,-0.0027,NLD
The Netherlands,Pollination_20perc,Coal & consumable fuels,abs_change,-46.316013328862,NLD
The Netherlands,Pollination_20perc,Coal & consumable fuels,pct_change,-6e-4,NLD
The Netherlands,Pollination_100pc,Electricity,abs_change,-1.32746173856139,NLD
The Netherlands,Pollination_100pc,Electricity,pct_change,0,NLD
The Netherlands,Pollination_20perc,Electricity,abs_change,1.07568696146336,NLD
The Netherlands,Pollination_20perc,Electricity,pct_change,0,NLD
The Netherlands,Pollination_100pc,Fertilizers,abs_change,1.13377121781479,NLD
The Netherlands,Pollination_100pc,Fertilizers,pct_change,0.0015,NLD
The Netherlands,Pollination_20perc,Fertilizers,abs_change,0.391846524917468,NLD
The Netherlands,Pollination_20perc,Fertilizers,pct_change,5e-4,NLD
The Netherlands,Pollination_100pc,Food services,abs_change,-127.858068685105,NLD
The Netherlands,Pollination_100pc,Food services,pct_change,-4e-4,NLD
The Netherlands,Pollination_20perc,Food services,abs_change,-21.4393466069013,NLD
The Netherlands,Pollination_20perc,Food services,pct_change,-1e-4,NLD
The Netherlands,Pollination_100pc,Forest products,abs_change,28.3585367021514,NLD
The Netherlands,Pollination_100pc,Forest products,pct_change,8e-4,NLD
The Netherlands,Pollination_20perc,Forest products,abs_change,4.61131881199253,NLD
The Netherlands,Pollination_20perc,Forest products,pct_change,1e-4,NLD
The Netherlands,Pollination_100pc,Industrials,abs_change,350.678376902127,NLD
The Netherlands,Pollination_100pc,Industrials,pct_change,8e-4,NLD
The Netherlands,Pollination_20perc,Industrials,abs_change,57.848127737292,NLD
The Netherlands,Pollination_20perc,Industrials,pct_change,1e-4,NLD
The Netherlands,Pollination_100pc,Industrials/Transport,abs_change,90.4568140509509,NLD
The Netherlands,Pollination_100pc,Industrials/Transport,pct_change,7e-4,NLD
The Netherlands,Pollination_20perc,Industrials/Transport,abs_change,10.1282128335151,NLD
The Netherlands,Pollination_20perc,Industrials/Transport,pct_change,1e-4,NLD
The Netherlands,Pollination_100pc,Oil & Gas,abs_change,2.01892195039909,NLD
The Netherlands,Pollination_100pc,Oil & Gas,pct_change,1e-4,NLD
The Netherlands,Pollination_20perc,Oil & Gas,abs_change,1.05759482759822,NLD
The Netherlands,Pollination_20perc,Oil & Gas,pct_change,0,NLD
The Netherlands,Pollination_100pc,Processed/packaged food and meats,abs_change,339.471051383297,NLD
The Netherlands,Pollination_100pc,Processed/packaged food and meats,pct_change,0.0039,NLD
The Netherlands,Pollination_20perc,Processed/packaged food and meats,abs_change,24.5931360993272,NLD
The Netherlands,Pollination_20perc,Processed/packaged food and meats,pct_change,3e-4,NLD
The Netherlands,Pollination_100pc,Services,abs_change,-72.0860409139422,NLD
The Netherlands,Pollination_100pc,Services,pct_change,-1e-4,NLD
The Netherlands,Pollination_20perc,Services,abs_change,-16.8895213075447,NLD
The Netherlands,Pollination_20perc,Services,pct_change,0,NLD
